year,id,shp,contab,department,municipality,population,group,value
2015,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,1073806.9040718079
2016,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,1110208.3442187496
2017,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,1059776.8515625
2018,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,1067244.9140625
2019,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,427882.2289505005
2020,0710,132,9418,La Unión,Yucuaiquín,6799.0,TRFREC,2162331.8828125
2010,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.2715203871088419
2011,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.3501740116601282
2012,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.365210155964255
2013,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.1707073363984866
2014,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.1748271069893588
2015,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.189358515563943
2016,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.160063045416606
2017,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.340491065284725
2018,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.638456249260204
2020,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,2.0543465290443623
2021,1101,1,8101,Ahuachapán,Ahuachapán,110511.0,GTOING,1.7905347467249513
2010,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,6.04349826591694
2011,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,6.2787829071146195
2012,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,6.9951650010278215
2013,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,6.055964704886664
2014,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,5.438583673949075
2015,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,4.392945981511003
2016,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,6.449512469242762
2017,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,5.512770218622469
2018,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,4.118212241132353
2020,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,7.072839329182942
2021,1108,2,8102,Ahuachapán,Apaneca,8383.0,GTOING,2.7919089952919065
2010,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.442664256871948
2011,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,2.777226887416159
2012,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.470958005868551
2013,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.4448819870527077
2014,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.845816532734373
2015,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.780752504096987
2016,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.5902603169946357
2017,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.9491675532292296
2018,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,3.7239200980143607
2020,1102,3,8103,Ahuachapán,Atiquizaya,33587.0,GTOING,2.57084401629252
2010,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,3.0429369487521507
2011,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,2.7355587300459234
2012,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,3.140345131404169
2013,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,2.788393879574894
2014,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,2.9606739343031783
2015,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,3.1871634199620655
2016,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,2.250911151966607
2017,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,3.020088268067551
2018,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,4.234551386512704
2020,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,4.3993321939641215
2021,1105,4,8104,Ahuachapán,Concepción de Ataco,12786.0,GTOING,1.9414187567552939
2010,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,1.9824589610137688
2011,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,16.775892976601465
2012,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,1.4726351301509142
2013,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,6.776590267806421
2014,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,7.697945382911802
2015,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,11.356077620972693
2016,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,5.860557715042987
2017,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,6.039251481693816
2018,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,5.6581555686174605
2020,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,7.803066010823995
2021,1112,5,8105,Ahuachapán,El Refugio,8171.0,GTOING,8.707575302821969
2010,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,10.771105099194266
2011,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,9.597344204928028
2012,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,14.664042133593219
2013,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,12.242896525279974
2014,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,15.452295769252459
2015,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,14.065905176626085
2016,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,10.790062928454484
2017,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,16.05428527972847
2018,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,10.564115108843371
2020,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,11.74755032889355
2021,1107,6,8106,Ahuachapán,Guaymango,19037.0,GTOING,8.277038150500696
2010,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,12.329963199946624
2011,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,8.435205662363812
2012,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,3.722512913494031
2013,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,5.726728336905972
2014,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,6.950385216309012
2015,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,7.51024735099603
2016,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,7.009040420086317
2017,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,7.810025305093925
2018,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,7.166447224840954
2020,1106,7,8107,Ahuachapán,Jujutla,28599.0,GTOING,8.506473280010272
2010,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.462392288467153
2011,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,3.1056040663507716
2012,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.733864379014272
2013,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,1.953100558528715
2014,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.176072564982531
2015,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.4318387050058194
2016,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.1052246820913796
2017,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.0871818836674025
2018,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.357738742074078
2020,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,2.956633601551597
2021,1103,8,8108,Ahuachapán,San Francisco Menéndez,42607.0,GTOING,1.662724803097792
2010,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,5.962506398597094
2011,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,7.883960694092519
2012,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,4.404391238978975
2013,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,3.3046506977732713
2014,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,4.152123538248579
2015,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,5.492759897022798
2016,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,5.561236816039337
2017,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,4.92990142312457
2018,1110,9,8109,Ahuachapán,San Lorenzo,9194.0,GTOING,4.290740069628535
2010,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,19.06917642204419
2011,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,4.8476476800753385
2012,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,5.168929520351532
2013,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,11.957878961883178
2014,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,16.696955004229828
2015,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,16.48565340071639
2016,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,18.32297287525601
2017,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,14.5177489062276
2018,1109,10,8110,Ahuachapán,San Pedro Puxtla,7773.0,GTOING,12.849437197383828
2010,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,8.678882813284671
2011,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,10.135455324124425
2012,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,10.333061288034495
2013,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,12.820132974077563
2014,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,10.03973145560941
2015,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,11.731068991379548
2016,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,13.950695017290693
2017,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,8.265722157536441
2018,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,8.161601856705582
2020,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,13.608227255713627
2021,1104,11,8111,Ahuachapán,Tacuba,29858.0,GTOING,10.155476397899552
2010,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,4.197475624849731
2011,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,3.540292286283065
2012,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,6.377144447068212
2013,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,5.8544392806692285
2014,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,6.0936017182532085
2015,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,4.3398642692081975
2016,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,5.732049483624545
2017,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,4.008591166451103
2018,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,3.5013142912294724
2020,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,3.275948884515885
2021,1111,12,8112,Ahuachapán,Turín,8997.0,GTOING,4.735202545286093
2010,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,1.1380489665125564
2011,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,1.3027732752752335
2012,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,3.1164685259870555
2013,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,3.3485910889200894
2014,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,3.0798734313056815
2015,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,2.9433982112687676
2016,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,5.91849927741318
2017,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,4.482640835911743
2018,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,3.5231492504398596
2020,0207,212,8201,Santa Ana,Candelaria de la Frontera,22686.0,GTOING,5.081402417841792
2010,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,1.7991407479697388
2011,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,3.154038221340557
2012,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,3.1824523326936185
2013,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,4.498205828698553
2014,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,5.620494238240145
2015,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,5.648361574373335
2016,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,4.774571888923593
2017,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,3.9714836259593724
2018,0204,214,8202,Santa Ana,Coatepeque,36768.0,GTOING,4.358687315999824
2010,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.5670209818214473
2011,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.5566627065226755
2012,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.7115271851683007
2013,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.9730971398817096
2014,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.8341157539511002
2015,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.8977888203192321
2016,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,1.9379413300881196
2017,0202,213,8203,Santa Ana,Chalchuapa,74038.0,GTOING,2.0398633819346856
2010,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.862073253028256
2011,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.7951781617590548
2012,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.834550188772893
2013,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.8982962643026895
2014,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,2.018097669137905
2015,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.8734760158468804
2016,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.8167960159048444
2017,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.9066348432605078
2018,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,1.9978385170767634
2020,0205,215,8204,Santa Ana,El Congo,24219.0,GTOING,3.2547030378624884
2010,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,2.520678606399218
2011,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,2.525423942611044
2012,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.313271454826908
2013,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.4081154618285394
2014,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.9655810981813717
2015,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,4.165517654000657
2016,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.9973330855853106
2017,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.686760564152348
2018,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.81417740382765
2020,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,3.902831600750431
2021,0211,216,8205,Santa Ana,El Porvenir,8232.0,GTOING,2.881602327683316
2010,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,3.915893289317042
2011,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,4.584487585486434
2012,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,4.068323354079958
2013,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,5.178490025493231
2014,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,5.483448753014316
2015,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,5.5511585474729594
2016,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,5.928466670621467
2017,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,6.653893536614963
2018,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,8.050847433017932
2020,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,6.8697799361987295
2021,0212,219,8206,Santa Ana,Masahuat,3393.0,GTOING,3.203884549575448
2010,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.5177042742590467
2011,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.3122941409900153
2012,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.1349112920323787
2013,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,0.8914724855453193
2014,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,0.677228393063807
2015,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,0.8608236487898362
2016,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.200036165819932
2017,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.3176430208210839
2018,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.2666510838295781
2020,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.2207918225181078
2021,0203,220,8207,Santa Ana,Metapán,59004.0,GTOING,1.102418895614531
2010,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,3.493697327537955
2011,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,2.738422937096
2012,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,2.1387331053518484
2013,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,4.618546202970097
2014,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,4.973598609678294
2015,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,4.907496294419624
2016,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,3.9482444615309054
2017,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,4.127078482457286
2018,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,3.219231907961698
2020,0213,221,8208,Santa Ana,San Antonio Pajonal,3279.0,GTOING,4.950885149509039
2010,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,1.7862077572779722
2011,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,1.1825588623566055
2012,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,2.271698660108428
2013,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,2.519118925225584
2014,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,1.8711462282143172
2015,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,2.0285259800760578
2016,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,2.1210630767091216
2017,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,1.2599042240795157
2018,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,1.1463415114865667
2020,0209,222,8209,Santa Ana,San Sebastián Salitrillo,18566.0,GTOING,3.5881506416019735
2010,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.0214687386469952
2011,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.0382372856760989
2012,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.0973128500962372
2013,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,0.9328305834736706
2014,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.0429011289446861
2015,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.1932370834661732
2016,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.1627422843814121
2017,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.091834177088175
2018,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,1.3134038868139908
2020,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,0.9763716964043694
2021,0201,223,8210,Santa Ana,Santa Ana,245421.0,GTOING,0.9371103524026219
2010,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,5.522816192600472
2011,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,4.335965762475929
2012,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,5.336956211245248
2013,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,5.148182520744778
2014,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,6.229578445811206
2015,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,5.580071540427382
2016,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,6.4736489814148435
2017,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,6.335002093506618
2018,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,6.94368752315354
2020,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,8.170963200030144
2021,0210,224,8211,Santa Ana,Santa Rosa Guachipilín,4930.0,GTOING,4.635914847765633
2010,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,3.524799778050232
2011,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,5.296563571951377
2012,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,5.85766651956471
2013,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,6.330304076014256
2014,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,6.448849096590465
2015,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,6.392327314572262
2016,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,6.950075663507765
2017,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,6.074356025474312
2018,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,7.1999625688557165
2020,0208,225,8212,Santa Ana,Santiago de la Frontera,5196.0,GTOING,14.493075436668832
2010,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,2.270518236033288
2011,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,2.2623467074688475
2012,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,2.4825402948176984
2013,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,2.186004997793866
2014,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.506617364588408
2015,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.672495072138405
2016,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.353120082802546
2017,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.5959415485199178
2018,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.559977683904661
2020,0206,226,8213,Santa Ana,Texistepeque,17923.0,GTOING,3.90544630528784
2010,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.5149999555922251
2011,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.598013064414242
2012,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.4253278162467196
2013,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.590590565405097
2014,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.5772887503314517
2015,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.7522932103132187
2016,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.7016584575062799
2017,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.8012721544762584
2018,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.7753637028558142
2020,0603,227,8301,Sonsonate,Acajutla,52359.0,GTOING,1.4653907767791918
2010,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,1.3419869101933328
2011,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.3336558131390985
2012,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,1.9816551517481256
2013,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.2504874262774655
2014,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.8124010079403594
2015,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.633023427245265
2016,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.390103073123094
2017,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,1.7870562936091194
2018,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.0350476424687742
2020,0604,228,8302,Sonsonate,Armenia,34912.0,GTOING,2.8156609198034044
2010,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.404433146784668
2011,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.2404267244749883
2012,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,1.9523524556144403
2013,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.0497501636791466
2014,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.5200405459763595
2015,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.597497980398168
2016,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.974336512785029
2017,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,3.5642455637683503
2018,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.975711954103156
2020,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,4.062235227879037
2021,0613,229,8303,Sonsonate,Caluco,9139.0,GTOING,2.590098676024758
2010,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,5.155484348867656
2011,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,6.719487012001428
2012,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,7.8491647943641984
2013,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,8.950802752361888
2014,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,12.233639582167324
2015,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,5.790057891531951
2016,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,5.791735018645025
2017,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,3.901564213450434
2018,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,4.188500941832032
2020,0611,230,8304,Sonsonate,Cuisnahuat,12676.0,GTOING,5.1562824818314965
2010,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,3.9792839209717528
2011,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,4.551262735884382
2012,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,4.084909246898715
2013,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,4.135178273451291
2014,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,4.5756668625846775
2015,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,4.564428015188296
2016,0614,239,8305,Sonsonate,Santa Isabel Ishuatán,10241.0,GTOING,3.4429419931593963
